,Unnamed: 0,killed_by,killer_placement,killer_position_x,killer_position_y,time,victim_placement,victim_position_x,victim_position_y
19386,9583,Bluezone,1.0,489684.3,301187.6,1751,4.0,486270.6,308490.2
19384,18610,SCAR-L,1.0,340843.9,379420.2,1751,3.0,341364.3,378859.0
19383,283,M16A4,3.0,188062.5,507912.5,1751,5.0,184096.2,510781.9
19382,7835,M416,3.0,260502.9,393193.0,1751,4.0,271511.0,398643.2
19388,9384,M16A4,3.0,328905.4,147399.9,1751,2.0,328164.5,147688.5
19405,15228,SCAR-L,1.0,605675.6,395002.7,1752,4.0,605029.4,398096.6
19410,15279,Down and Out,1.0,607939.1,392225.6,1752,4.0,604927.9,398162.9
19409,2532,Mini 14,2.0,271280.5,483446.1,1752,3.0,276860.3,469358.3
19408,8700,Down and Out,1.0,138126.4,564428.1,1752,3.0,135686.2,565791.2
19411,2513,Down and Out,2.0,271336.2,484083.6,1752,3.0,276089.4,466095.6
19406,24086,Down and Out,1.0,570192.4,250840.6,1752,3.0,566904.9,262761.0
19404,11763,SCAR-L,1.0,692314.1,508855.8,1752,3.0,688041.7,513504.4
19407,8706,Down and Out,1.0,138764.8,564083.4,1752,3.0,136353.9,566771.7
19402,15268,Down and Out,3.0,595171.3,400970.8,1752,4.0,596289.0,404758.5
19401,22680,M24,1.0,300397.2,500514.5,1752,2.0,296436.1,496241.9
19400,15273,M16A4,3.0,595629.0,405034.5,1752,4.0,595825.6,404809.9
19399,3764,SCAR-L,4.0,331166.0,230510.3,1752,6.0,331518.1,232028.4
19398,8691,UMP9,1.0,137823.9,564910.1,1752,3.0,135932.8,564941.0
19397,14083,Falling,,,,1752,4.0,226924.0,314392.1
19396,20443,AKM,3.0,570252.3,177042.0,1752,2.0,572566.3,177805.1
19403,15178,Bluezone,,,,1752,2.0,225078.7,375995.1
19421,18605,SCAR-L,1.0,340788.1,379219.2,1753,3.0,341137.2,377014.6
19420,10677,Down and Out,1.0,505757.6,466994.4,1753,5.0,506605.9,460119.8
19419,14783,Kar98k,3.0,187397.5,520243.3,1753,4.0,178522.1,528744.6
19418,21349,Bluezone,1.0,465819.4,424356.7,1753,2.0,461662.2,415442.6
19417,23506,SCAR-L,2.0,362298.2,387713.0,1753,4.0,365776.1,387957.3
19415,12114,SCAR-L,1.0,501819.6,408448.9,1753,23.0,499664.7,411789.1
19414,7505,Bluezone,,,,1753,6.0,563097.6,479275.5
19413,10580,M16A4,2.0,284882.0,258409.6,1753,3.0,288460.3,262456.0
19412,10612,Bluezone,,,,1753,5.0,505896.6,460498.2
19416,23504,Down and Out,2.0,362669.1,388669.3,1753,4.0,365708.1,386127.4
19428,3644,Down and Out,1.0,322291.0,155946.9,1754,4.0,324709.4,143327.0
19431,5806,M16A4,1.0,597026.8,209537.7,1754,4.0,596941.7,209842.0
19430,7536,Bluezone,,,,1754,7.0,574669.1,483478.3
19429,14308,Bluezone,,,,1754,4.0,311545.3,504902.4
19427,3275,SCAR-L,2.0,648707.6,177973.7,1754,5.0,644692.4,172750.4
19426,3464,Bluezone,,,,1754,3.0,520659.8,485460.3
19425,21181,Bluezone,2.0,658110.6,482614.6,1754,5.0,653282.8,486024.7
19424,13040,Bluezone,4.0,0.0,0.0,1754,3.0,334160.9,226085.8
19423,8182,Kar98k,1.0,444161.0,241190.0,1754,4.0,448424.2,252629.2
19422,10288,Down and Out,,,,1754,,407918.9,262647.8
19441,6144,M16A4,1.0,639013.0,197260.2,1755,3.0,638700.6,183782.1
19440,17912,M16A4,2.0,360636.4,292554.2,1755,4.0,364404.3,291233.9
19439,22821,Down and Out,3.0,440788.9,369200.3,1755,4.0,437179.2,369148.1
19437,24758,M416,1.0,608825.2,333819.0,1755,3.0,616321.6,330995.2
19438,18483,M16A4,2.0,347226.3,442524.3,1755,4.0,344673.3,442340.1
19435,14157,M416,3.0,312743.5,312200.0,1755,4.0,312856.3,311807.2
19434,3005,M416,1.0,553151.3,73191.75,1755,3.0,551905.4,72340.59
19433,22831,M416,1.0,429903.6,352633.8,1755,4.0,433092.9,363762.6
19432,704,Bluezone,,,,1755,4.0,697657.3,271718.9
19436,5193,Down and Out,2.0,584277.2,337878.6,1755,4.0,586129.9,346479.8
19450,3794,Down and Out,4.0,332097.6,228508.0,1756,5.0,334972.8,227645.7
19454,11728,SCAR-L,1.0,692132.9,508881.8,1756,3.0,692245.4,514480.8
19453,7539,Down and Out,3.0,579265.6,487043.3,1756,6.0,579392.2,487262.6
19452,13966,M416,2.0,617996.1,167839.8,1756,4.0,617754.2,168026.5
19455,13877,M416,1.0,195994.5,304711.3,1756,2.0,203706.1,309407.8
19451,5597,SCAR-L,1.0,374623.4,312644.2,1756,2.0,376083.3,311680.7
19449,16495,SCAR-L,1.0,579802.9,332742.4,1756,2.0,572456.1,333229.2
19445,7480,Bluezone,,,,1756,6.0,569304.8,475950.6
19447,3797,M416,4.0,332097.6,228508.0,1756,5.0,333736.1,228844.5
19446,11911,Bluezone,,,,1756,4.0,347068.4,421813.7
19444,1043,Bluezone,2.0,0.0,0.0,1756,,489272.9,595755.6
19443,19831,M416,2.0,175761.4,560647.3,1756,6.0,175846.1,560583.1
19442,7512,Bluezone,,,,1756,3.0,579253.1,486949.3
19448,15041,Mini 14,1.0,550208.2,381703.1,1756,4.0,537748.8,369981.4
19469,11508,Down and Out,1.0,569795.7,457846.3,1757,3.0,567983.5,442242.1
19467,11654,M416,4.0,584227.4,265466.7,1757,5.0,580247.8,263814.9
19466,3395,Bluezone,,,,1757,2.0,502539.6,470788.9
19465,14644,AKM,3.0,263376.9,390470.8,1757,,263214.9,390762.1
19464,7449,M416,2.0,576992.3,461148.3,1757,5.0,576808.4,460644.3
19463,21496,AKM,5.0,463628.3,423578.8,1757,6.0,463692.2,423655.8
19468,16020,M16A4,7.0,517008.7,313301.9,1757,3.0,526522.0,316331.7
19461,23218,M416,1.0,552222.9,361582.5,1757,3.0,552279.8,361824.2
19460,24305,Uaz,1.0,290890.1,178807.0,1757,,294444.7,176209.0
19459,2323,SCAR-L,5.0,158429.4,587569.9,1757,6.0,150372.7,580882.4
19458,24239,Down and Out,1.0,291333.9,184193.0,1757,,294642.8,176288.6
19457,7450,Down and Out,2.0,576268.9,461129.9,1757,5.0,573296.1,457768.4
19456,12253,UMP9,2.0,554027.3,604240.8,1757,5.0,552384.1,607533.9
19462,24112,Down and Out,,,,1757,2.0,551367.6,247582.9
19481,21505,Bluezone,,,,1758,7.0,469148.6,416348.8
19480,14975,M16A4,3.0,323872.2,421663.2,1758,6.0,325993.7,412575.2
19479,11995,Down and Out,1.0,396529.2,355446.9,1758,5.0,400982.8,354282.2
19478,9232,Down and Out,1.0,495923.8,414892.3,1758,2.0,484815.6,409202.5
19477,22135,Down and Out,2.0,585383.6,477249.8,1758,5.0,588639.8,476683.5
19476,24076,M416,1.0,568704.1,247939.2,1758,3.0,570436.6,264272.9
19475,19591,M416,1.0,548566.6,433976.6,1758,5.0,536043.0,426649.5
19473,9577,UMP9,2.0,494088.8,308596.3,1758,4.0,495304.3,307397.3
19472,22104,Groza,4.0,586506.6,479035.8,1758,5.0,586074.3,478981.6
19471,23443,M416,2.0,408448.3,382463.1,1758,5.0,411518.9,382213.3
19470,24269,Down and Out,1.0,288711.6,161854.0,1758,,295501.0,176361.0
19474,23774,M16A4,3.0,571492.4,269825.4,1758,4.0,559752.3,274237.7
19490,17118,Kar98k,1.0,490445.3,435675.6,1759,3.0,490610.4,439767.9
19495,12540,SCAR-L,3.0,420226.2,286698.1,1759,2.0,420673.6,286755.3
19493,16854,M16A4,1.0,405639.8,310465.6,1759,4.0,396553.8,309249.6
19492,18618,Bluezone,,,,1759,17.0,0.0,0.0
19491,1875,M416,3.0,672263.0,458608.8,1759,6.0,664817.8,452028.1
19489,5820,AKM,4.0,596546.1,209825.5,1759,,596488.4,209931.1
19494,15011,M16A4,3.0,323872.2,421663.2,1759,5.0,326435.1,411701.8
19487,19490,Bluezone,5.0,0.0,0.0,1759,2.0,221787.9,217838.2
19486,23931,Bluezone,,,,1759,8.0,184767.8,377453.3
19485,23285,M416,1.0,552383.1,361644.0,1759,3.0,552271.4,361912.5
19484,807,SCAR-L,3.0,247941.8,448313.2,1759,,251892.7,448625.8
19483,740,Bluezone,4.0,236332.2,458811.3,1759,5.0,238148.5,460222.0
19488,9170,M16A4,2.0,483322.5,406237.1,1759,4.0,487606.9,408159.1
19482,15288,SCAR-L,2.0,603843.3,407408.1,1759,3.0,595871.3,405082.8
19509,5797,M416,1.0,596308.9,209821.0,1760,4.0,596626.1,209851.6
19508,11883,Bluezone,1.0,359835.1,442925.6,1760,3.0,355712.3,422009.8
19507,6528,AKM,4.0,287752.0,264316.5,1760,5.0,288908.2,263987.1
19506,14784,Down and Out,2.0,180177.1,512674.2,1760,4.0,181903.4,528940.2
19505,368,Bluezone,,,,1760,4.0,173455.0,526853.1
19504,6042,Down and Out,1.0,352784.5,662633.8,1760,3.0,353522.0,667348.9
19503,14299,M416,2.0,317967.9,490872.5,1760,3.0,319869.8,498430.9
19510,1878,Mini 14,3.0,672343.4,458606.9,1760,6.0,674558.3,456549.5
19501,19528,SCAR-L,1.0,221048.7,242700.3,1760,4.0,221187.9,242644.8
19500,8723,Down and Out,3.0,212637.3,348790.6,1760,2.0,213389.4,351707.2
19499,4904,SCAR-L,1.0,134084.3,331378.3,1760,3.0,140779.9,332414.1
19498,14799,AWM,2.0,180161.0,512622.8,1760,4.0,182463.6,527185.8
19497,804,Down and Out,1.0,251354.2,451746.2,1760,,250754.1,450873.6
19496,14312,Down and Out,2.0,315794.8,489997.3,1760,3.0,316298.8,502519.6
19502,14340,M16A4,1.0,500254.7,565523.1,1760,4.0,506431.9,567931.4
19526,8662,Down and Out,3.0,135934.2,564975.8,1761,,137539.5,565034.9
19525,2542,Mini 14,1.0,281973.1,471418.5,1761,2.0,271490.2,483905.9
19524,22838,M416,2.0,591388.1,294317.4,1761,4.0,591726.3,292987.1
19523,3273,Bluezone,,,,1761,5.0,641540.8,169531.0
19522,3282,Down and Out,,,,1761,5.0,637699.5,164530.7
19521,11617,SCAR-L,2.0,583409.6,262625.8,1761,4.0,583936.4,263703.4
19520,24119,M416,1.0,568704.1,247939.2,1761,3.0,570892.8,263871.4
19519,10254,Down and Out,2.0,396087.0,243392.3,1761,3.0,393501.8,250426.5
19517,10250,Down and Out,2.0,396087.0,243392.3,1761,3.0,393257.3,250353.4
19516,22737,M416,1.0,296664.0,498625.5,1761,3.0,294400.2,500764.3
19515,7432,UMP9,3.0,435903.7,308279.7,1761,,435512.3,307874.6
19514,14101,Bluezone,,,,1761,3.0,231222.2,315908.6
19513,22182,M416,2.0,584519.2,477366.5,1761,4.0,584568.7,478041.1
19512,16433,SCAR-L,2.0,373242.1,224818.6,1761,3.0,373257.8,222177.9
19511,1860,Bluezone,2.0,654609.1,459378.1,1761,7.0,649322.6,454575.0
19518,10252,M416,1.0,398360.2,256024.8,1761,3.0,398291.9,253587.1
19534,16847,M16A4,1.0,405858.2,310598.1,1762,4.0,399084.1,307970.8
19537,5584,Down and Out,2.0,312004.1,311453.0,1762,3.0,302660.5,313992.9
19536,12333,M416,1.0,576940.6,627363.3,1762,2.0,577444.4,628108.6
19535,12323,Bluezone,,,,1762,2.0,582198.8,632476.3
19533,1114,Down and Out,1.0,318993.6,510673.3,1762,2.0,317324.4,511276.0
19531,11794,Bluezone,,,,1762,4.0,356273.2,205803.0
19530,5886,Bluezone,2.0,577905.4,632877.3,1762,4.0,574261.9,632247.4
19529,7400,Down and Out,3.0,435537.9,308215.6,1762,,435656.6,307799.3
19528,21826,M16A4,1.0,362443.2,413191.9,1762,5.0,366320.8,423842.9
19527,10542,Bluezone,,,,1762,,297706.3,242657.3
19532,1828,Bluezone,,,,1762,7.0,662750.8,452586.9
19553,3145,Mini 14,3.0,443178.9,568219.8,1763,6.0,444247.2,564165.7
19558,8968,SCAR-L,9.0,494242.2,417433.6,1763,3.0,493103.5,415776.6
19557,14955,Down and Out,1.0,341760.4,412116.5,1763,4.0,342627.0,425879.9
19556,9398,Bluezone,,,,1763,3.0,325730.2,146611.3
19555,2872,M416,1.0,265878.0,313194.6,1763,6.0,269739.0,313222.5
19554,1868,Down and Out,3.0,671878.1,458923.7,1763,6.0,676328.9,453123.2
19552,8956,M16A4,9.0,501045.3,414015.2,1763,,497057.6,409265.9
19550,3281,Down and Out,,,,1763,4.0,638581.4,173451.7
19549,23481,Bluezone,,,,1763,4.0,401838.8,384142.9
19548,3256,Bluezone,,,,1763,4.0,632855.3,176014.7
19551,6543,M416,1.0,280411.8,264371.7,1763,4.0,286995.5,263960.6
19546,8932,Down and Out,9.0,497984.8,422232.3,1763,3.0,494814.5,415102.2
19545,910,M24,2.0,729731.8,419614.8,1763,4.0,734226.1,417697.7
19544,16941,Down and Out,3.0,521795.3,498742.7,1763,6.0,529277.5,496385.1
19543,18567,M416,2.0,270133.6,415407.3,1763,4.0,271771.7,414341.1
19542,16406,Bluezone,1.0,376288.5,215892.5,1763,2.0,373143.4,224746.7
19541,16940,M416,3.0,522746.1,498500.1,1763,6.0,528716.3,496135.6
19540,21096,Dacia,2.0,361311.7,485036.5,1763,49.0,361820.6,484629.6
19539,14950,M24,1.0,341817.2,412184.6,1763,4.0,341062.9,426072.9
19538,16407,M416,1.0,376288.5,215892.5,1763,2.0,373222.0,224606.5
19547,19323,Grenade,3.0,360340.5,210772.5,1763,2.0,363449.0,206872.7
19568,2645,M416,2.0,561688.3,352258.0,1764,5.0,561338.3,352808.8
19567,10518,Bluezone,3.0,0.0,0.0,1764,2.0,287085.3,261150.5
19566,4633,M16A4,1.0,604245.5,266068.8,1764,3.0,611185.6,257092.5
19565,11238,Bluezone,3.0,372118.1,200228.8,1764,4.0,362920.5,195906.9
19564,21114,M16A4,2.0,358483.0,486983.9,1764,4.0,361812.0,485902.2
19559,21229,Down and Out,1.0,263347.8,388491.6,1764,25.0,255006.5,386595.6
19562,14667,Down and Out,1.0,268294.2,389618.3,1764,3.0,264924.7,389326.7
19561,17029,M416,3.0,559537.2,631726.1,1764,4.0,559318.3,630719.7
19560,19632,M416,1.0,640773.8,236940.8,1764,8.0,639095.6,235778.2
19569,14629,Bluezone,,,,1764,3.0,263772.1,389721.6
19563,21309,M416,1.0,259131.8,385311.9,1764,25.0,258137.0,386007.5
19578,6328,Bluezone,,,,1765,,663961.6,396430.5
19577,8938,Down and Out,9.0,501045.3,414015.2,1765,,496213.0,408587.2
19580,11899,Bluezone,,,,1765,3.0,357792.2,425176.4
19579,8028,SKS,1.0,206804.7,572224.7,1765,3.0,209487.3,560765.7
19576,21178,M416,4.0,649887.6,471880.4,1765,5.0,643387.2,471404.3
19570,17572,Down and Out,4.0,244261.8,569428.0,1765,5.0,244722.5,569374.6
19574,17555,M16A4,3.0,245042.6,563328.8,1765,5.0,247057.0,569636.9
19573,13602,Down and Out,1.0,317983.0,422312.4,1765,3.0,314442.2,411110.4
19572,15664,Grenade,1.0,603111.8,474241.1,1765,,607282.0,476537.1
19571,13607,SCAR-L,1.0,321347.8,417028.6,1765,3.0,318078.0,408708.8
19575,6217,Bluezone,,,,1765,2.0,346381.4,434810.4
19602,22772,Bluezone,,,,1766,3.0,441030.4,367472.0
19601,252,Down and Out,3.0,495429.8,429625.1,1766,6.0,495505.2,436603.5
19600,23053,Mini 14,1.0,337753.6,322327.3,1766,5.0,327014.9,321779.2
19599,14916,Kar98k,1.0,612087.2,320880.9,1766,3.0,609536.6,333357.4
19598,14912,Down and Out,2.0,628089.4,331625.5,1766,3.0,610210.2,332130.4
19597,23049,Down and Out,3.0,323951.8,323242.4,1766,5.0,324591.4,323605.6
19596,7120,Down and Out,1.0,556389.8,108953.2,1766,3.0,552634.4,116715.2
19595,17321,Down and Out,1.0,359156.6,350299.6,1766,2.0,348813.5,349835.2
19594,1539,Bluezone,,,,1766,5.0,234780.3,474424.0
19592,3821,Bluezone,,,,1766,4.0,331612.5,230402.0
19593,7108,Mini 14,1.0,559926.1,112609.8,1766,3.0,552399.5,116838.4
19590,14923,Down and Out,2.0,628089.4,331625.5,1766,3.0,614047.0,337213.9
19591,23189,SCAR-L,2.0,580362.9,356898.2,1766,3.0,577870.9,366073.2
19582,23548,Bluezone,,,,1766,3.0,377674.6,370310.0
19583,22401,UMP9,2.0,368849.2,468369.3,1766,4.0,368146.1,466995.2
19584,2841,Mini 14,4.0,277998.6,312136.9,1766,5.0,277970.0,311960.8
19581,3746,Down and Out,2.0,322772.9,235228.9,1766,4.0,331006.0,232175.0
19586,184,M416,3.0,495501.2,429826.2,1766,6.0,495755.7,438322.0
19587,17323,M16A4,1.0,359039.9,350319.5,1766,2.0,351184.0,352414.8
19588,813,SCAR-L,5.0,240125.2,455128.2,1766,4.0,238447.0,456250.2
19589,24605,Bluezone,,,,1766,2.0,535902.9,307881.6
19585,24731,M16A4,3.0,184685.4,425708.3,1766,4.0,180226.8,428208.6
19622,23866,SCAR-L,2.0,166265.0,378527.9,1767,7.0,166199.7,378089.5
19621,1106,Down and Out,1.0,324418.0,514533.8,1767,2.0,322706.4,514567.9
19620,4960,Down and Out,2.0,279447.8,556563.5,1767,,287034.1,558152.4
19619,16846,Bluezone,,,,1767,4.0,399757.1,306974.4
19618,3183,M416,1.0,464544.5,311286.4,1767,7.0,463653.9,313630.2
19617,3198,SCAR-L,2.0,468889.7,316681.3,1767,6.0,468890.2,315973.4
19616,21094,Bluezone,,,,1767,3.0,368632.1,483966.6
19615,16101,Down and Out,1.0,431641.0,628537.2,1767,2.0,424807.7,643124.9
19613,21448,Down and Out,,,,1767,,460772.9,406703.3
19614,16062,M416,1.0,431624.3,628516.9,1767,2.0,424811.2,643189.2
19611,2782,Bluezone,,,,1767,3.0,432120.2,453077.8
19610,329,Bluezone,,,,1767,2.0,162292.2,513805.1
19609,1094,M416,1.0,319130.5,509496.2,1767,2.0,321437.3,512725.9
19608,1092,Down and Out,1.0,320935.6,510978.1,1767,2.0,318386.9,511889.4
19607,5546,Bluezone,,,,1767,3.0,299090.7,311491.4
19606,24636,Bluezone,3.0,0.0,0.0,1767,2.0,535685.9,308594.2
19605,6143,SKS,2.0,651493.8,194054.1,1767,3.0,641974.1,185682.0
19604,2360,UMP9,2.0,233663.4,161534.7,1767,4.0,233770.2,161712.4
19603,8556,M416,1.0,186695.9,407167.8,1767,4.0,186869.6,407141.1
19612,16855,Down and Out,1.0,403874.8,313551.3,1767,4.0,401683.1,308299.7
19631,14979,Bluezone,,,,1768,3.0,326136.5,419236.2
19630,486,Bluezone,,,,1768,5.0,375642.7,119501.2
19629,3266,Down and Out,2.0,646357.8,174878.2,1768,3.0,637601.1,177845.0
19628,21485,Bluezone,,,,1768,6.0,459463.2,424890.7
19625,24630,M416,1.0,526776.1,298406.6,1768,2.0,536766.6,305581.5
19626,14984,Down and Out,,,,1768,3.0,325720.2,422053.6
19624,11568,Down and Out,1.0,565037.5,453160.8,1768,3.0,562276.3,451755.2
19623,12198,Falling,1.0,447760.3,329662.9,1768,5.0,444640.9,325693.3
19627,11532,Kar98k,1.0,563342.4,455751.8,1768,3.0,558677.1,451989.9
19640,18948,SCAR-L,6.0,523169.9,281528.8,1769,3.0,523293.8,281559.9
19645,15237,Mini 14,3.0,595272.1,404765.5,1769,2.0,603660.7,406507.0
19644,342,Bluezone,,,,1769,3.0,186551.2,508124.9
19643,24765,Down and Out,,,,1769,,611944.8,333074.8
19642,691,M24,2.0,682717.8,259434.0,1769,3.0,698174.8,258664.0
19641,11599,Down and Out,1.0,594619.9,249615.0,1769,3.0,595351.0,249165.2
19639,9949,Down and Out,4.0,134682.6,381421.2,1769,5.0,131999.7,378649.1
19632,21175,Grenade,3.0,651058.9,476595.3,1769,4.0,647788.1,477443.5
19637,11636,Bluezone,,,,1769,3.0,595163.9,248593.2
19636,5186,Bluezone,,,,1769,4.0,589911.8,343121.4
19635,19894,Mini 14,4.0,189151.2,556742.0,1769,5.0,194314.6,562847.8
19634,20406,Kar98k,1.0,206537.1,463080.6,1769,3.0,212967.8,458013.2
19633,9899,Groza,4.0,134723.9,380657.3,1769,5.0,133363.8,377243.5
19638,5209,Down and Out,,,,1769,4.0,593615.4,349461.1
19655,20127,Down and Out,1.0,396107.9,370197.8,1770,3.0,411205.7,378817.6
19659,232,Bluezone,,,,1770,5.0,491863.5,436404.9
19658,20154,AKM,1.0,393264.3,373415.1,1770,3.0,401207.0,382229.8
19657,4587,Down and Out,2.0,603658.3,250166.2,1770,3.0,609379.2,261525.0
19656,24716,SCAR-L,1.0,183233.6,433731.9,1770,3.0,184780.6,425769.6
19660,19296,Down and Out,1.0,374578.0,198538.0,1770,4.0,373720.2,207137.0
19654,750,Micro UZI,2.0,236646.5,449998.1,1770,5.0,240137.9,453955.4
19650,21256,SCAR-L,2.0,266131.3,368830.3,1770,3.0,262291.2,367966.6
19652,4606,M16A4,1.0,604188.9,266036.2,1770,3.0,609144.9,261565.9
19651,14374,AKM,1.0,499476.9,562114.9,1770,2.0,511193.3,553356.1
19649,2365,UMP9,2.0,234866.9,161183.1,1770,4.0,235166.2,161430.0
19648,580,SKS,2.0,403437.4,644981.3,1770,3.0,395338.8,648081.5
19647,4576,Bluezone,2.0,595740.4,257518.1,1770,3.0,612453.0,261744.5
19646,19268,M416,1.0,372452.8,198766.2,1770,4.0,372395.2,206220.1
19653,763,Vector,1.0,250708.6,450928.9,1770,3.0,249562.2,448670.6
19672,20288,Grenade,1.0,266771.8,228519.3,1771,2.0,274431.4,231261.4
19671,20592,AKM,3.0,215312.2,346850.4,1771,4.0,216929.1,341511.9
19669,5011,Bluezone,,,,1771,3.0,294117.0,567782.4
19668,791,Bluezone,1.0,249805.0,452607.9,1771,3.0,250609.7,454037.2
19667,14878,Down and Out,,,,1771,2.0,622827.2,331782.7
19670,21504,UMP9,2.0,462977.9,420364.3,1771,5.0,463368.1,421472.8
19665,19937,Down and Out,3.0,530044.6,237078.0,1771,,525004.1,231413.5
19664,1045,SKS,1.0,481455.2,589923.8,1771,3.0,478797.6,581550.4
19663,20587,Down and Out,1.0,225702.7,353587.2,1771,4.0,219631.2,338082.1
19662,21490,Down and Out,,,,1771,5.0,463992.2,423459.7
19661,20781,Mini 14,1.0,266282.6,280746.8,1771,2.0,262227.2,273906.7
19666,5000,Down and Out,,,,1771,3.0,294156.1,567708.4
19681,18824,Bluezone,,,,1772,4.0,292929.3,347759.8
19680,19204,M416,2.0,702248.8,431413.1,1772,4.0,699932.9,431141.0
19679,20314,Down and Out,,,,1772,2.0,274580.1,231797.7
19678,11263,SCAR-L,1.0,377188.9,191098.8,1772,5.0,378350.9,196893.3
19677,14359,M416,3.0,510236.6,550943.9,1772,2.0,509984.1,551942.3
19675,7459,Bluezone,,,,1772,3.0,580729.9,486578.3
19674,7868,Down and Out,1.0,270060.5,396309.2,1772,3.0,260778.3,396076.5
19673,21498,Mini 14,1.0,459056.8,409261.4,1772,4.0,449072.5,415293.2
19676,21487,Down and Out,1.0,459470.6,408894.2,1772,4.0,447076.6,418123.6
19689,3976,Down and Out,1.0,297352.4,561279.9,1773,5.0,301316.4,560454.3
19693,2726,Down and Out,3.0,552652.4,358538.9,1773,,543928.0,352776.1
19694,16789,Down and Out,2.0,410232.4,304237.0,1773,3.0,412164.3,303364.5
19691,19929,AKM,1.0,524443.8,236320.2,1773,,525917.9,235895.1
19690,4057,Bluezone,,,,1773,,287865.8,227656.6
19688,23495,Down and Out,,,,1773,2.0,366202.2,387389.9
19692,19240,Down and Out,1.0,713538.7,422304.5,1773,2.0,713328.7,434612.2
19686,6578,Mini 14,1.0,344692.6,671621.4,1773,3.0,338177.9,681377.8
19685,20523,Bluezone,,,,1773,3.0,208834.5,350072.8
19684,3984,Mini 14,1.0,297347.1,561259.9,1773,5.0,300946.2,560282.0
19683,17875,Bluezone,,,,1773,3.0,426560.4,241005.3
19682,16803,Bluezone,,,,1773,3.0,415603.7,299590.5
19687,18812,Down and Out,2.0,293864.9,374106.6,1773,3.0,298557.1,366275.2
19695,13628,Bluezone,,,,1774,2.0,322755.9,431710.2
19696,17995,SCAR-L,2.0,290631.0,347914.8,1774,3.0,292360.0,352106.4
19697,17997,Down and Out,1.0,292025.7,341038.3,1774,3.0,292270.7,351719.1
19707,7051,M24,2.0,277060.7,452146.4,1775,4.0,260841.8,447278.3
19706,22125,Down and Out,,,,1775,4.0,586160.7,478286.4
19705,23961,Down and Out,1.0,680912.3,425479.9,1775,2.0,679979.2,429099.1
19704,22158,M416,2.0,584863.8,477870.3,1775,4.0,585173.4,477182.4
19703,22106,Mini 14,1.0,574296.2,465265.9,1775,3.0,577102.1,463518.5
19700,23651,Kar98k,2.0,538326.9,431314.9,1775,4.0,548228.4,434080.3
19701,22114,Down and Out,4.0,585039.9,479393.3,1775,2.0,585309.9,477510.9
19699,23596,Down and Out,2.0,538312.9,431190.3,1775,4.0,549138.9,437902.8
19698,18970,Mini 14,1.0,524107.5,269449.6,1775,6.0,523336.6,281470.9
19702,19921,Down and Out,2.0,514259.3,230857.7,1775,,527285.2,234194.6
19715,16335,M16A4,1.0,531018.8,490985.7,1776,5.0,526381.1,485173.2
19717,816,AWM,2.0,236639.3,450001.6,1776,4.0,238852.2,455385.2
19716,13546,M416,2.0,215104.6,276133.0,1776,5.0,214838.5,276151.5
19718,16794,Bluezone,,,,1776,2.0,411800.0,304545.0
19714,3073,Bluezone,,,,1776,3.0,443777.1,570847.1
19710,21421,M16A4,3.0,454195.5,425586.9,1776,2.0,460296.2,424086.3
19712,3942,M16A4,3.0,304730.9,549045.1,1776,4.0,306441.2,551017.7
19711,23965,Grenade,1.0,678031.4,428117.6,1776,2.0,678925.6,429298.9
19709,23970,M416,1.0,678031.4,428130.5,1776,2.0,678102.8,428948.9
19708,414,AKM,1.0,384718.9,315072.9,1776,3.0,385597.5,315398.9
19713,16322,Down and Out,1.0,530715.8,491080.3,1776,5.0,526246.1,482223.1
19723,5311,SCAR-L,1.0,439793.9,165840.2,1777,4.0,435804.0,157901.1
19721,988,M24,2.0,729779.3,419627.4,1777,4.0,731559.7,418284.6
19722,18442,Groza,1.0,341086.1,452765.8,1777,3.0,340529.9,448848.4
19719,23141,SCAR-L,2.0,578659.1,357159.5,1777,,566378.6,356696.3
19720,16808,Bluezone,,,,1777,2.0,409953.5,305584.5
19724,12230,M416,2.0,441129.6,339168.3,1778,4.0,445281.3,343190.7
19725,15049,M416,1.0,548990.4,382532.9,1778,3.0,542163.6,388251.2
19726,19037,SCAR-L,1.0,405774.8,206692.3,1778,2.0,401947.8,213408.0
19727,12280,Mini 14,3.0,549878.9,595668.4,1778,4.0,550972.9,599975.3
19728,13571,SCAR-L,2.0,215588.4,276133.6,1778,5.0,215117.0,275514.6
19735,21407,Mini 14,1.0,463130.9,426663.8,1779,3.0,465861.0,433891.6
19734,22917,M416,2.0,591541.6,290950.4,1779,3.0,591255.8,289989.8
19732,9612,Kar98k,3.0,505503.1,293733.7,1779,2.0,495596.8,306128.8
19733,2685,SCAR-L,4.0,552995.0,358727.4,1779,3.0,552807.8,358759.8
19730,390,M416,2.0,396369.4,302401.2,1779,4.0,396778.7,307651.5
19729,23702,Uaz,3.0,571483.4,264901.1,1779,3.0,571483.4,264901.1
19731,22393,Kar98k,1.0,358068.6,468626.1,1779,3.0,363541.0,470993.6
19736,15753,UMP9,3.0,402213.6,316236.8,1780,6.0,402878.7,314754.4
19737,17784,M416,1.0,437861.1,246789.0,1781,2.0,436565.6,241065.5
19738,4870,SCAR-L,1.0,134084.3,331378.3,1781,2.0,125473.0,335998.4
19739,22836,Down and Out,4.0,593613.2,294347.4,1781,2.0,592522.6,293441.9
19740,21193,SKS,1.0,658335.6,472600.4,1781,4.0,650677.1,472717.5
